ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4136	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349385	50349828	50349385	50349494	50349664	50349828	4136	43,48	40,53	67,134	13,0	245	75	2.54402349187e-08	7.19958648199e-08	0.248,0.217	0.612,1.0	-0.574
4138	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349664	50350022	50349664	50349828	50349930	50350022	4138	13,15	2,11	31,32	0,12	177	75	0.12853631759	0.17693933301	0.734,0.366	1.0,0.531	-0.216
4139	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349664	50350022	50349664	50349833	50349930	50350022	4139	8,12	26,68	31,24	5,32	172	75	0.000349571993872	0.000669947229791	0.118,0.071	0.73,0.246	-0.393
4140	"ENSG00000123191.14"	"ATP7B"	chr13	-	51957515	51960322	51957515	51957607	51960147	51960322	4140	33,51	5,0	122,146	0,5	2615	75	0.580319725944	0.709418930636	0.159,1.0	1.0,0.456	-0.148
4142	"ENSG00000019144.18"	"PHLDB1"	chr11	+	118644071	118644691	118644071	118644174	118644646	118644691	4142	1,8	0,2	15,0	0,0	547	75	1	1.0	1.0,0.354	1.0,NA	-0.323
4143	"ENSG00000075702.16"	"WDR62"	chr19	+	36101213	36102851	36101213	36101317	36102736	36102851	4143	182,136	0,6	1016,1050	0,0	1494	75	0.000329131090171	0.0006321997637	1.0,0.532	1.0,1.0	-0.234
4144	"ENSG00000157978.11"	"LDLRAP1"	chr1	+	25563660	25565207	25563660	25563791	25565172	25565207	4144	12,21	48,96	113,160	64,37	1456	75	0	0.0	0.013,0.011	0.083,0.182	-0.121
4146	"ENSG00000135506.15"	"OS9"	chr12	+	57695961	57696373	57695961	57695976	57696274	57696373	4146	158,155	1,5	210,103	6,0	373	75	0.836193482666	0.971506352081	0.969,0.862	0.876,1.0	-0.022
4147	"ENSG00000135506.15"	"OS9"	chr12	+	57695961	57696373	57695961	57696038	57696274	57696373	4147	8,20	177,161	105,12	69,87	311	75	1.44603750529e-07	3.79794537352e-07	0.011,0.029	0.268,0.032	-0.13
4148	"ENSG00000135506.15"	"OS9"	chr12	+	57715759	57716193	57715759	57715970	57716088	57716193	4148	4,15	36,16	6,16	26,4	193	75	0.233379565812	0.309109596528	0.041,0.267	0.082,0.609	-0.191
4149	"ENSG00000135506.15"	"OS9"	chr12	+	57715759	57716193	57715759	57715970	57716091	57716193	4149	5,20	77,108	6,16	35,42	196	75	0.0384985886346	0.0566224369871	0.024,0.066	0.062,0.127	-0.05
4150	"ENSG00000135506.15"	"OS9"	chr12	+	57718992	57720263	57718992	57719182	57720098	57720263	4150	10,27	47,48	61,102	25,13	991	75	1.35483846364e-11	4.84829443891e-11	0.016,0.041	0.156,0.373	-0.236
4158	"ENSG00000070010.18"	"UFD1L"	chr22	-	19450620	19454830	19450620	19450744	19454801	19454830	4158	487,485	2,0	5887,5979	0,0	4132	75	0.839538061811	0.974392090878	0.815,1.0	1.0,1.0	-0.093
4159	"ENSG00000144591.18"	"GMPPA"	chr2	+	219500120	219502037	219500120	219500218	219501475	219502037	4159	18,50	79,131	69,103	24,18	1332	75	0	0.0	0.013,0.021	0.139,0.244	-0.174
4160	"ENSG00000144591.18"	"GMPPA"	chr2	+	219501475	219502037	219501475	219501579	219501850	219502037	4160	30,31	70,88	58,67	12,1	346	75	1.38228117841e-09	4.28305372434e-09	0.085,0.071	0.512,0.936	-0.646
4161	"ENSG00000144591.18"	"GMPPA"	chr2	+	219505457	219505761	219505457	219505555	219505694	219505761	4161	11,4	1,0	36,7	0,0	214	75	1	1.0	0.794,1.0	1.0,1.0	-0.103
4162	"ENSG00000144591.18"	"GMPPA"	chr2	+	219505457	219505761	219505457	219505555	219505714	219505761	4162	15,4	63,75	44,17	63,22	234	75	1.41351613747e-08	4.05773525177e-08	0.071,0.017	0.183,0.199	-0.147
4164	"ENSG00000144591.18"	"GMPPA"	chr2	+	219506253	219506987	219506253	219506422	219506697	219506987	4164	6,2	77,72	31,14	58,27	350	75	8.46476222449e-11	2.85181870182e-10	0.016,0.006	0.103,0.1	-0.091
4166	"ENSG00000185379.20"	"RAD51D"	chr17	-	35106127	35106481	35106127	35106249	35106385	35106481	4166	2,1	0,9	0,0	5,0	211	75	1	1.0	1.0,0.038	0.0,NA	0.519
4167	"ENSG00000162231.13"	"NXF1"	chr11	-	62798538	62800486	62798538	62798575	62800376	62800486	4167	630,654	79,132	1891,2093	73,34	1876	75	9.00401975201e-12	3.27383844516e-11	0.242,0.165	0.509,0.711	-0.406
4170	"ENSG00000100288.19"	"CHKB"	chr22	-	50580189	50580416	50580189	50580271	50580357	50580416	4170	41,31	2,11	136,124	2,3	161	75	0.000500692857004	0.000938384626041	0.905,0.568	0.969,0.951	-0.224
4171	"ENSG00000100288.19"	"CHKB"	chr22	-	50581748	50582357	50581748	50581862	50582248	50582357	4171	79,126	9,5	517,391	15,25	461	75	0.349357743214	0.450083040954	0.588,0.804	0.849,0.718	-0.088
4172	"ENSG00000140365.15"	"COMMD4"	chr15	+	75338061	75338420	75338061	75338133	75338354	75338420	4172	47,22	240,237	173,214	145,228	296	75	0	0.0	0.047,0.023	0.232,0.192	-0.177
4174	"ENSG00000140365.15"	"COMMD4"	chr15	+	75338984	75339878	75338984	75339104	75339701	75339878	4174	255,151	2,0	878,1142	0,0	672	75	0.302876454699	0.393785773414	0.934,1.0	1.0,1.0	-0.033
4175	"ENSG00000134419.15"	"RPS15A"	chr16	-	18782967	18784823	18782967	18783102	18784737	18784823	4175	61,67	740,817	1098,1120	893,878	1710	75	0	0.0	0.004,0.004	0.051,0.053	-0.048
4179	"ENSG00000082898.16"	"XPO1"	chr2	-	61483936	61485962	61483936	61484105	61485767	61485962	4179	66,45	282,313	327,429	204,267	1737	75	0	0.0	0.01,0.006	0.065,0.065	-0.057
4180	"ENSG00000099341.11"	"PSMD8"	chr19	+	38376159	38376454	38376159	38376232	38376351	38376454	4180	14,19	335,318	41,21	301,335	194	75	0.00529535818822	0.0087169347587	0.016,0.023	0.05,0.024	-0.018
4182	"ENSG00000165959.11"	"CLMN"	chr14	-	95193848	95194596	95193848	95193919	95194535	95194596	4182	2,1	6,16	39,30	0,0	691	75	0	0.0	0.035,0.007	1.0,1.0	-0.979
4183	"ENSG00000182272.11"	"B4GALNT4"	chr11	+	375638	375956	375638	375773	375846	375956	4183	5,0	13,8	42,30	8,14	148	75	5.13409699976e-07	1.28295757257e-06	0.163,0.0	0.727,0.521	-0.542
4184	"ENSG00000011009.10"	"LYPLA2"	chr1	+	23794223	23794600	23794223	23794325	23794426	23794600	4184	47,22	67,79	62,89	48,8	176	75	0.000465290967814	0.000875902509255	0.23,0.106	0.355,0.826	-0.422
4187	"ENSG00000183506.17"	"PI4KAP2"	chr22	-	21475210	21476764	21475210	21475300	21476001	21476764	4187	3,0	0,0	44,62	6,0	776	75	1	1.0	1.0,NA	0.415,1.0	0.292
4188	"ENSG00000183506.17"	"PI4KAP2"	chr22	-	21477996	21478694	21477996	21478101	21478584	21478694	4188	1,0	18,8	21,0	52,29	558	75	0.00797282744002	0.0128748083625	0.007,0.0	0.051,0.0	-0.022
4190	"ENSG00000143630.9"	"HCN3"	chr1	+	155283973	155284757	155283973	155284135	155284538	155284757	4190	35,46	0,14	216,161	0,0	478	75	0.000237600316957	0.000465344683671	1.0,0.34	1.0,1.0	-0.33
4191	"ENSG00000108443.13"	"RPS6KB1"	chr17	+	59936214	59936541	59936214	59936277	59936463	59936541	4191	0,0	91,122	0,19	59,72	261	75	6.97220932382e-05	0.000144640335148	0.0,0.0	0.0,0.07	-0.035
4199	"ENSG00000148688.13"	"RPP30"	chr10	+	90894774	90895483	90894774	90894891	90895453	90895483	4199	11,0	44,38	92,196	23,45	637	75	0	0.0	0.029,0.0	0.32,0.339	-0.315
4202	"ENSG00000004059.10"	"ARF5"	chr7	+	127589484	127590137	127589484	127589594	127590065	127590137	4202	71,65	507,576	135,75	180,207	546	75	0	0.0	0.019,0.015	0.093,0.047	-0.053
4203	"ENSG00000177628.15"	"GBA"	chr1	-	155235194	155235844	155235194	155235311	155235680	155235844	4203	20,20	72,115	17,17	52,36	444	75	0.0509766499823	0.0736980431417	0.045,0.029	0.052,0.074	-0.026
4206	"ENSG00000159788.18"	"RGS12"	chr4	+	3414071	3414844	3414071	3414241	3414751	3414844	4206	0,0	10,5	14,0	0,6	585	75	0.0308839592763	0.0460614517797	0.0,0.0	1.0,0.0	-0.5
4207	"ENSG00000060971.17"	"ACAA1"	chr3	-	38125825	38126700	38125825	38125881	38126161	38126700	4207	49,34	90,88	270,127	71,110	355	75	3.64471813186e-06	8.52442339931e-06	0.103,0.075	0.445,0.196	-0.232
4208	"ENSG00000060971.17"	"ACAA1"	chr3	-	38125825	38126700	38125825	38125881	38126509	38126700	4208	274,265	3,9	739,442	10,0	703	75	0.0418908391514	0.0612403313638	0.907,0.759	0.887,1.0	-0.111
4209	"ENSG00000060971.17"	"ACAA1"	chr3	-	38126161	38126700	38126161	38126341	38126509	38126700	4209	44,27	75,82	228,154	47,73	243	75	2.58960630717e-11	9.04763685098e-11	0.153,0.092	0.6,0.394	-0.374
4210	"ENSG00000100023.18"	"PPIL2"	chr22	+	21694936	21695496	21694936	21695070	21695393	21695496	4210	6,10	98,106	91,128	86,69	398	75	0	0.0	0.011,0.017	0.166,0.259	-0.199
4211	"ENSG00000100023.18"	"PPIL2"	chr22	+	21694936	21695496	21694936	21695070	21695397	21695496	4211	26,15	0,4	95,173	0,0	402	75	0.00424211989373	0.00707228235597	1.0,0.412	1.0,1.0	-0.294
4215	"ENSG00000141030.12"	"COPS3"	chr17	-	17270757	17271008	17270757	17270807	17270895	17271008	4215	2,0	231,168	12,0	185,72	163	75	0.133045606588	0.182628488267	0.004,0.0	0.029,0.0	-0.013
4220	"ENSG00000115524.15"	"SF3B1"	chr2	-	197418795	197420542	197418795	197418951	197420427	197420542	4220	72,48	1,5	583,855	0,15	1551	75	0.0332135911679	0.0492117607357	0.777,0.317	1.0,0.734	-0.32
4221	"ENSG00000197448.13"	"GSTK1"	chr7	+	143264547	143265092	143264547	143264676	143264991	143265092	4221	111,66	193,138	237,307	76,51	390	75	0	0.0	0.1,0.084	0.375,0.537	-0.364
4222	"ENSG00000197448.13"	"GSTK1"	chr7	+	143264991	143265296	143264991	143265092	143265260	143265296	4222	48,41	121,96	168,213	38,24	243	75	0	0.0	0.109,0.116	0.577,0.733	-0.542
4223	"ENSG00000008311.14"	"AASS"	chr7	-	122078861	122079712	122078861	122078950	122079596	122079712	4223	4,3	35,33	4,37	28,67	721	75	0.000179312735402	0.000356734651099	0.012,0.009	0.015,0.054	-0.024
4226	"ENSG00000134222.16"	"PSRC1"	chr1	-	109280776	109281251	109280776	109280916	109281107	109281251	4226	188,170	8,9	178,204	0,26	266	75	0.927628844261	1.0	0.869,0.842	1.0,0.689	0.011
4227	"ENSG00000134222.16"	"PSRC1"	chr1	-	109280776	109281251	109280776	109281046	109281136	109281251	4227	31,49	30,52	82,68	19,8	165	75	2.24932750204e-09	6.83248318151e-09	0.32,0.3	0.662,0.794	-0.418
4228	"ENSG00000134222.16"	"PSRC1"	chr1	-	109282517	109282731	109282517	109282575	109282679	109282731	4228	9,2	42,46	0,7	25,3	179	75	0.404495241111	0.515060307016	0.082,0.018	0.0,0.494	-0.197
4229	"ENSG00000134222.16"	"PSRC1"	chr1	-	109282679	109283122	109282679	109282789	109283073	109283122	4229	30,62	3,0	37,103	0,0	359	75	0.129373697246	0.177875739209	0.676,1.0	1.0,1.0	-0.162
4230	"ENSG00000213199.7"	"ASIC3"	chr7	+	151052165	151052474	151052165	151052237	151052415	151052474	4230	52,25	0,5	172,130	27,11	253	75	0.181232173713	0.243941522762	1.0,0.597	0.654,0.778	0.083
4231	"ENSG00000109133.12"	"TMEM33"	chr4	+	41935128	41935529	41935128	41935262	41935466	41935529	4231	294,216	5,0	250,233	0,13	279	75	0.0375798734781	0.0553671368033	0.94,1.0	1.0,0.828	0.056
4232	"ENSG00000109133.12"	"TMEM33"	chr4	+	41935128	41935529	41935128	41935310	41935466	41935529	4232	249,203	0,4	206,196	0,0	231	75	0.659726786581	0.795325582971	1.0,0.943	1.0,1.0	-0.028
4233	"ENSG00000138031.14"	"ADCY3"	chr2	-	24918312	24919839	24918312	24919184	24919682	24919839	4233	0,2	8,13	0,0	6,4	573	75	1	1.0	0.0,0.02	0.0,0.0	0.01
4235	"ENSG00000242802.6"	"AP5Z1"	chr7	+	4789831	4790591	4789831	4789929	4790458	4790591	4235	42,71	8,11	341,276	9,13	604	75	1.88544001556e-05	4.16587787433e-05	0.395,0.445	0.825,0.725	-0.355
4236	"ENSG00000116478.11"	"HDAC1"	chr1	+	32331675	32332242	32331675	32331806	32332089	32332242	4236	23,35	671,873	134,226	449,395	358	75	0	0.0	0.007,0.008	0.059,0.107	-0.075
4237	"ENSG00000038532.14"	"CLEC16A"	chr16	+	11039753	11042363	11039753	11039876	11042253	11042363	4237	1,0	15,34	10,0	4,0	2452	75	1	1.0	0.002,0.0	0.071,NA	-0.07
4239	"ENSG00000101158.13"	"NELFCD"	chr20	+	58988913	58989640	58988913	58989021	58989487	58989640	4239	32,19	148,185	342,443	85,122	541	75	0	0.0	0.029,0.014	0.358,0.335	-0.325
4240	"ENSG00000101158.13"	"NELFCD"	chr20	+	58992997	58993544	58992997	58993112	58993448	58993544	4240	19,19	129,159	152,112	95,116	411	75	0	0.0	0.026,0.021	0.226,0.15	-0.165
4241	"ENSG00000101158.13"	"NELFCD"	chr20	+	58993623	58994239	58993623	58993675	58994109	58994239	4241	267,253	4,7	647,660	15,5	509	75	0.587451527599	0.717469639932	0.908,0.842	0.864,0.951	-0.032
4242	"ENSG00000101158.13"	"NELFCD"	chr20	+	58993623	58994239	58993623	58993764	58994109	58994239	4242	39,35	112,145	423,482	69,13	420	75	0	0.0	0.059,0.041	0.523,0.869	-0.646
4243	"ENSG00000101158.13"	"NELFCD"	chr20	+	58994641	58995133	58994641	58994824	58994925	58995133	4243	462,585	4,5	542,450	12,0	176	75	0.450617136627	0.566776220735	0.98,0.98	0.951,1.0	0.004
4244	"ENSG00000146083.11"	"RNF44"	chr5	-	176529730	176530206	176529730	176529818	176530081	176530206	4244	13,4	17,16	125,116	19,15	338	75	2.3758772727e-14	1.05332626868e-13	0.145,0.053	0.593,0.632	-0.514
4245	"ENSG00000129084.17"	"PSMA1"	chr11	-	14513816	14514491	14513816	14513887	14514402	14514491	4245	93,38	330,284	341,410	334,379	590	75	0	0.0	0.035,0.017	0.115,0.121	-0.092
4248	"ENSG00000073050.11"	"XRCC1"	chr19	-	43552796	43553091	43552796	43552908	43552981	43553091	4248	2,13	63,71	0,8	23,27	148	75	0.723207309668	0.85934640435	0.016,0.085	0.0,0.131	-0.015
4249	"ENSG00000171456.16"	"ASXL1"	chr20	+	32428127	32428422	32428127	32428248	32428324	32428422	4249	1,2	69,39	12,60	40,57	151	75	6.28125329527e-11	2.13738839587e-10	0.007,0.025	0.13,0.343	-0.221
4250	"ENSG00000179632.9"	"MAF1"	chr8	+	144106342	144106674	144106342	144106464	144106554	144106674	4250	182,184	243,297	65,43	116,89	165	75	0.111747000159	0.155338850815	0.254,0.22	0.203,0.18	0.045
4253	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51986414	51987061	51986414	51986504	51986604	51987061	4253	6,6	32,45	2,20	32,14	175	75	0.0914849017521	0.128540639781	0.074,0.054	0.026,0.38	-0.139
4255	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51986604	51987061	51986604	51986661	51986987	51987061	4255	17,23	31,27	49,42	10,2	401	75	4.48553897914e-07	1.12836224986e-06	0.093,0.137	0.478,0.797	-0.522
4256	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51986987	51987196	51986987	51987061	51987146	51987196	4256	0,9	15,31	13,32	0,0	160	75	0	0.0	0.0,0.12	1.0,1.0	-0.94
4257	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51985851	51987453	51985851	51987196	51987308	51987453	4257	4,15	23,21	32,22	15,13	187	75	6.64039453723e-05	0.000138094181558	0.065,0.223	0.461,0.404	-0.288
4258	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51986604	51987453	51986604	51986661	51987308	51987453	4258	21,41	0,6	94,96	0,0	722	75	0.000424534036702	0.000804081198349	1.0,0.415	1.0,1.0	-0.292
4259	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51986414	51987624	51986414	51987453	51987555	51987624	4259	7,2	38,20	31,19	39,38	177	75	5.96804136388e-05	0.00012495356641	0.072,0.041	0.252,0.175	-0.157
4260	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51986604	51988603	51986604	51986661	51988523	51988603	4260	74,83	1,0	351,247	0,0	1937	75	1	1.0	0.741,1.0	1.0,1.0	-0.129
4261	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51987555	51988603	51987555	51987624	51988523	51988603	4261	14,5	31,30	158,117	8,63	974	75	1.32121289464e-06	3.20031311712e-06	0.034,0.013	0.603,0.125	-0.34
4263	"ENSG00000114021.11"	"NIT2"	chr3	+	100345584	100346255	100345584	100345678	100346180	100346255	4263	97,26	61,77	206,522	86,34	577	75	0.000125677271926	0.000253444189704	0.171,0.042	0.237,0.666	-0.345
4264	"ENSG00000177463.15"	"NR2C2"	chr3	+	15037999	15039227	15037999	15038137	15039121	15039227	4264	22,1	17,18	414,367	25,8	1059	75	0	0.0	0.084,0.004	0.54,0.765	-0.609
4271	"ENSG00000103723.12"	"AP3B2"	chr15	-	82688735	82689232	82688735	82688831	82689157	82689232	4271	1,3	1,0	0,0	0,6	401	75	1	1.0	0.158,1.0	NA,0.0	0.579
4272	"ENSG00000006042.11"	"TMEM98"	chr17	+	32931326	32931659	32931326	32931402	32931474	32931659	4272	16,17	52,49	25,24	20,63	147	75	0.0587098365265	0.0841259936051	0.136,0.15	0.389,0.163	-0.133
4273	"ENSG00000141994.15"	"DUS3L"	chr19	-	5786748	5787171	5786748	5786845	5787060	5787171	4273	11,14	34,9	171,101	21,14	290	75	5.47396572514e-11	1.86642445809e-10	0.077,0.287	0.678,0.651	-0.483
4274	"ENSG00000141994.15"	"DUS3L"	chr19	-	5786748	5787171	5786748	5786919	5787060	5787171	4274	5,3	3,1	89,70	0,9	216	75	0.0122896105506	0.0193668294338	0.367,0.51	1.0,0.73	-0.426
4276	"ENSG00000204394.12"	"VARS"	chr6	-	31781690	31781952	31781690	31781761	31781846	31781952	4276	8,0	130,180	25,39	168,109	160	75	6.56574794533e-12	2.42625462702e-11	0.028,0.0	0.065,0.144	-0.09
4277	"ENSG00000204394.12"	"VARS"	chr6	-	31782529	31782845	31782529	31782633	31782720	31782845	4277	38,30	114,69	33,86	62,60	162	75	0.0035702735024	0.00600230139314	0.134,0.168	0.198,0.399	-0.147
4279	"ENSG00000099999.14"	"RNF215"	chr22	-	30379481	30379780	30379481	30379622	30379710	30379780	4279	6,27	31,37	57,33	3,70	163	75	0.0362945120086	0.0535896359918	0.082,0.251	0.897,0.178	-0.371
4280	"ENSG00000115970.18"	"THADA"	chr2	-	43291695	43292222	43291695	43291768	43292103	43292222	4280	6,7	37,71	54,53	0,10	410	75	2.2587487436e-12	8.61877610479e-12	0.029,0.018	1.0,0.492	-0.723
4282	"ENSG00000135423.12"	"GLS2"	chr12	-	56475623	56475977	56475623	56475682	56475944	56475977	4282	3,4	3,6	33,82	0,0	337	75	9.34807786734e-14	3.9387186647e-13	0.182,0.129	1.0,1.0	-0.845
4285	"ENSG00000159377.10"	"PSMB4"	chr1	+	151401238	151401630	151401238	151401355	151401541	151401630	4285	76,54	676,643	257,242	623,529	261	75	0	0.0	0.031,0.024	0.106,0.116	-0.084
4288	"ENSG00000186866.16"	"POFUT2"	chr21	-	45263927	45267713	45263927	45265635	45267589	45267713	4288	45,36	25,19	972,823	16,24	2029	75	0	0.0	0.062,0.065	0.692,0.559	-0.562
4293	"ENSG00000088836.12"	"SLC4A11"	chr20	-	3229094	3229452	3229094	3229263	3229345	3229452	4293	0,0	10,10	3,19	18,3	157	75	5.41954101227e-05	0.000114244328229	0.0,0.0	0.074,0.752	-0.413
4297	"ENSG00000184575.11"	"XPOT"	chr12	+	64425037	64425457	64425037	64425138	64425337	64425457	4297	174,278	3,0	215,357	0,0	274	75	0.453005693822	0.568937624342	0.941,1.0	1.0,1.0	-0.03
4298	"ENSG00000184575.11"	"XPOT"	chr12	+	64425037	64425457	64425037	64425182	64425337	64425457	4298	15,9	290,269	85,169	179,193	230	75	0	0.0	0.017,0.011	0.134,0.222	-0.164
4300	"ENSG00000123505.15"	"AMD1"	chr6	+	110892298	110892827	110892298	110892443	110892734	110892827	4300	2,0	387,485	18,0	245,198	366	75	0.806022348169	0.942419067942	0.001,0.0	0.015,0.0	-0.007
4303	"ENSG00000109323.8"	"MANBA"	chr4	-	102664684	102669049	102664684	102664852	102668962	102669049	4303	6,0	7,3	20,30	3,0	4185	75	0.00507158559551	0.00837292400698	0.015,0.0	0.107,1.0	-0.546
4304	"ENSG00000156976.16"	"EIF4A2"	chr3	+	186784563	186786051	186784563	186784696	186785882	186786051	4304	540,443	46,12	1327,1766	76,126	1261	75	0.500855474209	0.622814057273	0.411,0.687	0.509,0.455	0.067
4306	"ENSG00000161204.11"	"ABCF3"	chr3	+	184186506	184186875	184186506	184186654	184186795	184186875	4306	2,0	50,51	40,24	61,15	216	75	6.88338275268e-15	3.171773111e-14	0.014,0.0	0.185,0.357	-0.264
4307	"ENSG00000161204.11"	"ABCF3"	chr3	+	184187396	184187761	184187396	184187443	184187663	184187761	4307	4,1	38,37	45,41	5,7	295	75	0	0.0	0.026,0.007	0.696,0.598	-0.631
4308	"ENSG00000161204.11"	"ABCF3"	chr3	+	184187663	184187983	184187663	184187761	184187860	184187983	4308	7,2	43,73	5,10	27,43	174	75	0.0231522582751	0.0351318449965	0.066,0.012	0.074,0.091	-0.043
4309	"ENSG00000161204.11"	"ABCF3"	chr3	+	184189087	184189277	184189087	184189144	184189254	184189277	4309	2,3	24,32	4,30	17,34	185	75	4.69469036575e-05	0.000100208475689	0.033,0.037	0.087,0.263	-0.14
4310	"ENSG00000161204.11"	"ABCF3"	chr3	+	184189254	184189443	184189254	184189277	184189387	184189443	4310	0,2	23,30	4,57	17,23	185	75	1.91013088335e-06	4.55854144755e-06	0.0,0.026	0.087,0.501	-0.281
4311	"ENSG00000161204.11"	"ABCF3"	chr3	+	184189387	184189757	184189387	184189443	184189556	184189757	4311	4,19	19,53	13,35	30,28	188	75	0.0130750238695	0.02049989892	0.077,0.125	0.147,0.333	-0.139
4312	"ENSG00000161204.11"	"ABCF3"	chr3	+	184192600	184192896	184192600	184192689	184192804	184192896	4312	3,14	56,37	19,21	49,0	190	75	0.00437455542762	0.00727165454342	0.021,0.13	0.133,1.0	-0.491
4313	"ENSG00000188549.12"	"C15orf52"	chr15	-	40338747	40339619	40338747	40338903	40339511	40339619	4313	2,0	1,4	24,0	0,0	683	75	1	1.0	0.18,0.0	1.0,NA	-0.91
4314	"ENSG00000118655.4"	"DCLRE1B"	chr1	+	113911130	113914086	113911130	113911838	113912131	113914086	4314	422,606	1,1	156,194	0,0	368	75	1	1.0	0.989,0.992	1.0,1.0	-0.01
4315	"ENSG00000215305.9"	"VPS16"	chr20	+	2863948	2864287	2863948	2864083	2864178	2864287	4315	0,0	46,45	43,0	5,14	170	75	0.00158837988401	0.00278478992571	0.0,0.0	0.791,0.0	-0.396
4316	"ENSG00000100325.14"	"ASCC2"	chr22	-	29793359	29793676	29793359	29793490	29793576	29793676	4316	2,16	81,104	11,10	50,49	161	75	0.031463365244	0.0468638545476	0.011,0.067	0.093,0.087	-0.051
4319	"ENSG00000075711.20"	"DLG1"	chr3	-	197065275	197065809	197065275	197065448	197065707	197065809	4319	0,3	57,68	7,34	13,52	334	75	4.3687276019e-13	1.75161734782e-12	0.0,0.01	0.108,0.128	-0.113
4322	"ENSG00000213465.7"	"ARL2"	chr11	+	65021720	65022184	65021720	65021888	65021970	65022184	4322	484,558	3,12	380,447	0,0	157	75	0.00525256740057	0.00865068811461	0.987,0.957	1.0,1.0	-0.028
4323	"ENSG00000090863.11"	"GLG1"	chr16	-	74462487	74463479	74462487	74462630	74463355	74463479	4323	0,13	88,70	16,12	45,55	800	75	0.00262251380002	0.00451168027602	0.0,0.017	0.032,0.02	-0.018
4324	"ENSG00000111665.11"	"CDCA3"	chr12	-	6849322	6849858	6849322	6849413	6849564	6849858	4324	51,11	3,1	103,126	0,3	226	75	0.0794104445473	0.112225497163	0.849,0.785	1.0,0.933	-0.15
4325	"ENSG00000111665.11"	"CDCA3"	chr12	-	6849322	6849858	6849322	6849429	6849564	6849858	4325	20,4	99,56	80,94	108,101	210	75	7.26640969617e-13	2.86272938842e-12	0.067,0.025	0.209,0.249	-0.183
4326	"ENSG00000111665.11"	"CDCA3"	chr12	-	6850466	6851009	6850466	6850596	6850832	6851009	4326	23,14	88,71	45,105	58,70	311	75	1.982733977e-10	6.48062039066e-10	0.059,0.045	0.158,0.266	-0.16
4328	"ENSG00000159079.18"	"C21orf59"	chr21	-	32601666	32603292	32601666	32601973	32603160	32603292	4328	211,184	5,4	884,910	0,9	1262	75	0.0050743940588	0.00837348990461	0.715,0.732	1.0,0.857	-0.205
4329	"ENSG00000077782.19"	"FGFR1"	chr8	-	38427920	38428435	38427920	38428093	38428345	38428435	4329	0,0	13,26	15,4	19,30	327	75	1.96486557018e-05	4.33291134827e-05	0.0,0.0	0.153,0.03	-0.091
4330	"ENSG00000077782.19"	"FGFR1"	chr8	-	38427920	38428435	38427920	38428093	38428351	38428435	4330	0,2	37,30	17,4	34,36	333	75	4.82552512227e-05	0.000102614172293	0.0,0.015	0.101,0.024	-0.055
4331	"ENSG00000186166.8"	"CCDC84"	chr11	+	119011938	119012254	119011938	119012003	119012148	119012254	4331	13,2	11,3	101,86	56,17	220	75	0.0290397514263	0.0434444915611	0.287,0.185	0.381,0.633	-0.271
4333	"ENSG00000166333.13"	"ILK"	chr11	+	6608693	6608967	6608693	6608790	6608883	6608967	4333	13,8	169,238	39,61	39,31	168	75	0	0.0	0.033,0.015	0.309,0.468	-0.364
4334	"ENSG00000166333.13"	"ILK"	chr11	+	6608693	6609156	6608693	6608967	6609070	6609156	4334	21,18	154,239	45,22	83,37	178	75	1.91502369518e-12	7.34020368943e-12	0.054,0.031	0.186,0.2	-0.151
4335	"ENSG00000166333.13"	"ILK"	chr11	+	6608883	6609408	6608883	6608967	6609298	6609408	4335	69,98	3,5	140,95	0,0	406	75	2.96175851662e-05	6.46825204016e-05	0.809,0.784	1.0,1.0	-0.204
4337	"ENSG00000115414.18"	"FN1"	chr2	-	215371908	215372300	215371908	215372015	215372108	215372300	4337	30,24	23,31	9,59	9,21	168	75	0.129155316358	0.17764740962	0.368,0.257	0.309,0.556	-0.12
4338	"ENSG00000115414.18"	"FN1"	chr2	-	215379129	215382325	215379129	215379317	215382211	215382325	4338	67,44	0,6	179,206	0,0	2969	75	0.000740651668163	0.00135531599267	1.0,0.156	1.0,1.0	-0.422
4339	"ENSG00000115414.18"	"FN1"	chr2	-	215384019	215384976	215384019	215384184	215384859	215384976	4339	4,0	8,2	29,24	0,0	750	75	7.77156117238e-15	3.55690319965e-14	0.048,0.0	1.0,1.0	-0.976
